student_id,student_name,study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score
4729,Sanya Pandey,2,67,7,6.9,2,58
4730,Shivam Verma,7,65,8,6.8,2,51
4731,Shraddha Kulkarni,10,63,5.9,1.8,6,69
4732,Shreya Agrawal,7,99,5.5,5,9,78
4733,Sneha Suryawanshi,8,66,8,3.1,8,72
4734,Sonali Chaudhary,3,94,7.7,4.8,2,50
4735,Sonal Reddy,9,92,6.1,6,10,61
4736,Sourabh Dubey,5,78,8,1.1,4,45
4737,Tanmay Patil,1,97,7,4.6,4,71
4738,Tanya Deshmukh,4,97,6.4,3,5,81
4739,Varun Mehta,4,97,8.1,4.7,8,53
4740,Vikas Wagh,6,80,7.5,1.8,4,69
4741,Vijay Yadav,3,72,7,6.7,7,88
4742,Vishal Nair,5,61,8.1,4.8,4,46
4743,Yash Saxena,5,94,7.2,2.5,3,93
4744,Yogesh Sharma,4,95,8.8,6.4,2,58
4745,Zoya Jadhav,7,81,8.3,1.3,5,58
4746,Aarav Mishra,4,62,6.4,5.1,2,79
4747,Aditi Bhosale,8,93,6.9,4.5,7,59
4748,Aditya Tiwari,3,72,8.8,1.3,8,62
4749,Akash Pande,9,82,8.6,2.7,7,52
4750,Akshay Kapoor,4,87,5.8,1.5,6,47
4751,Aman Pawar,1,65,6.1,6.1,3,88
4752,Amit Khan,2,62,6.5,5.9,3,45
4753,Ananya Kale,9,63,8.5,1.6,3,49
4754,Aniket Gaikwad,9,99,8.7,1.8,2,86
4755,Anjali Desai,3,99,8.2,7.2,7,84
4756,Arjun Dhumal,7,77,6.1,2.4,4,52
4757,Aryan Malik,6,77,8.5,3.1,7,86
4758,Ashish Ingale,2,76,5.1,5.8,5,80
4759,Ayush Singh,5,74,6.7,1.4,4,57
4760,Bhavna Shinde,7,82,6.5,7.6,6,44
4761,Chetan Naik,10,74,7.1,1.2,5,83
4762,Deepak Kadam,9,85,7.2,6.9,2,78
4763,Deepika Lokhande,1,75,5.9,3.5,2,65
4764,Dhruv Roy,3,85,5.8,2.1,10,55
4765,Divya Borkar,5,98,8.2,3.6,2,59
4766,Gaurav Gupta,2,68,5.3,7.8,4,55
4767,Isha Chavan,6,62,7,4.7,5,90
4768,Karan Thakur,1,81,5.8,1.4,5,51
4769,Kavya Gawande,2,64,6.3,7.6,8,65
4770,Kiran Salve,1,69,6.1,2,8,75
4771,Kunal Das,3,92,7.8,1.4,7,43
4772,Manish Mane,8,77,6.8,1.3,4,68
4773,Meera Joshi,2,82,6.2,6.8,10,75
4774,Mohit More,10,91,8.3,2.1,2,69
4775,Neha Raut,3,65,5.3,2.3,4,76
4776,Nikhil Sawant,1,79,8.1,7.6,5,67
4777,Nisha Rathod,4,61,6,5.3,5,75
4778,Pallavi Iyer,8,80,8.7,3,6,94
4779,Pankaj Pandey,2,69,5,5.1,2,60
4780,Pooja Verma,1,97,7.2,2.7,9,59
4781,Prakash Kulkarni,9,70,7.5,4.5,3,78
4782,Priya Agrawal,6,68,7.3,3.3,5,45
4783,Rahul Suryawanshi,4,60,8.3,5.4,7,56
4784,Raj Chaudhary,8,65,5.4,6.3,10,49
4785,Rakesh Reddy,9,68,6.7,3.4,7,66
4786,Riya Dubey,4,69,8.5,2,6,46
4787,Rohan Patil,6,90,8.6,3.5,4,52
4788,Rohit Deshmukh,1,96,7,6.3,8,63
4789,Sachin Mehta,4,95,7.2,6.5,7,74
4790,Sakshi Wagh,6,99,8.1,6.5,2,64
4791,Sameer Yadav,2,96,8.1,7.8,5,85
4792,Sana Nair,10,78,8.6,6.8,10,84
4793,Sanjay Saxena,10,75,8.4,7.8,9,45
4794,Sanya Sharma,3,86,6.7,5.4,3,78
4795,Shivam Jadhav,4,73,7.6,2.6,8,41
4796,Shraddha Mishra,2,84,6.9,5.3,4,49
4797,Shreya Bhosale,6,100,5.5,2.4,8,82
4798,Sneha Tiwari,2,68,8.3,1.6,6,72
4799,Sonali Pande,4,91,7.4,3.1,4,58
4800,Sonal Kapoor,6,98,5.2,3.5,10,48
4801,Sourabh Pawar,7,82,7.7,6,4,58
4802,Tanmay Khan,6,74,6.1,3.5,5,83
4803,Tanya Kale,3,70,5.3,1,10,71
4804,Varun Gaikwad,8,66,7.4,7.4,3,47
4805,Vikas Desai,7,73,7.9,5.1,3,67
4806,Vijay Dhumal,8,90,7.1,2.5,10,51
4807,Vishal Malik,5,81,5,2.8,6,46
4808,Yash Ingale,9,69,7.3,1.9,9,44
4809,Yogesh Singh,4,82,5,7.3,2,82
4810,Zoya Shinde,9,93,8.7,2.6,7,48
4811,Aarav Naik,3,60,6.1,7.6,2,49
4812,Aditi Kadam,3,60,8.5,2.9,5,88
4813,Aditya Lokhande,6,99,5,6.6,3,86
4814,Akash Roy,6,90,5.4,1.1,5,68
4815,Akshay Borkar,8,83,6.8,4.4,5,82
4816,Aman Gupta,3,97,8,3.6,10,41
4817,Amit Chavan,9,84,8.8,3.3,7,49
4818,Ananya Thakur,4,81,7.1,7.9,2,59
4819,Aniket Gawande,6,68,6.4,6,6,82
4820,Anjali Salve,10,93,5.2,2.8,8,45
4821,Arjun Das,6,91,7.3,6.3,6,77
4822,Aryan Mane,7,72,6.5,1.9,7,43
4823,Ashish Joshi,10,90,8.6,7.5,6,94
4824,Ayush More,10,89,6.9,4,10,51
4825,Bhavna Raut,5,63,8.1,2.3,7,79
4826,Chetan Sawant,5,66,8.4,2.9,7,74
4827,Deepak Rathod,2,84,5.4,2.1,10,61
4828,Deepika Iyer,6,85,6.8,7.5,4,82
4829,Dhruv Pandey,10,86,8.6,3.1,8,74
4830,Divya Verma,5,75,6.7,2,9,65
4831,Gaurav Kulkarni,4,94,7.3,6.7,5,77
4832,Isha Agrawal,2,78,8.5,2.5,10,56
4833,Karan Suryawanshi,4,68,5.9,1.7,4,81
4834,Kavya Chaudhary,3,64,8.6,5.7,10,79
4835,Kiran Reddy,10,95,6.6,1.1,2,66
4836,Kunal Dubey,6,88,7.4,6.8,4,76
4837,Manish Patil,2,78,6.3,4.9,4,86
4838,Meera Deshmukh,1,68,7.1,2.7,5,75
4839,Mohit Mehta,9,63,5.2,4.3,5,56
4840,Neha Wagh,10,66,5.3,2.8,8,55
4841,Nikhil Yadav,8,64,6.7,4.7,5,93
4842,Nisha Nair,2,81,6.3,5,7,85
4843,Pallavi Saxena,1,68,7.5,6.4,3,57
4844,Pankaj Sharma,2,65,5.2,4.3,2,80
4845,Pooja Jadhav,8,71,5.7,6.5,5,42
4846,Prakash Mishra,8,88,5.8,1.5,3,78
4847,Priya Bhosale,9,80,6.8,7.4,2,51
4848,Rahul Tiwari,1,66,6,2.3,2,57
4849,Raj Pande,2,90,5.6,6.9,4,91
4850,Rakesh Kapoor,10,80,7.4,4.5,3,47
4851,Riya Pawar,10,67,8,1.7,3,84
4852,Rohan Khan,8,88,7.7,3.5,4,62
4853,Rohit Kale,2,100,6.1,7.4,4,64
4854,Sachin Gaikwad,1,82,8.4,6.8,10,65
4855,Sakshi Desai,1,66,7.4,6.1,7,90
4856,Sameer Dhumal,7,72,7.5,3.7,8,68
4857,Sana Malik,9,84,5.9,5.1,8,53
4858,Sanjay Ingale,7,100,6,2.6,2,40
4859,Sanya Singh,3,98,6.9,5.5,6,53
4860,Shivam Shinde,8,98,6,2.8,7,48
4861,Shraddha Naik,1,94,7.8,6.8,10,47
4862,Shreya Kadam,9,83,6.2,5.9,5,95
4863,Sneha Lokhande,9,86,5.6,3.7,4,64
4864,Sonali Roy,8,90,5.6,5.6,8,95
4865,Sonal Borkar,9,89,5.5,3.3,3,68
4866,Sourabh Gupta,6,86,6.8,2.1,9,52
4867,Tanmay Chavan,5,65,5,2.6,5,48
4868,Tanya Thakur,4,96,7.2,2.9,2,82
4869,Varun Gawande,10,60,6.2,2.6,5,46
4870,Vikas Salve,7,77,7.2,5.7,10,42
4871,Vijay Das,2,77,8.7,6.2,5,61
4872,Vishal Mane,10,100,8.5,4.2,2,57
4873,Yash Joshi,1,63,7.3,7.9,5,53
4874,Yogesh More,6,79,6.7,7.2,8,68
4875,Zoya Raut,2,74,7.8,1.6,2,72
4876,Aarav Sawant,7,64,8.7,4.2,10,64
4877,Aditi Rathod,5,69,7,7.4,8,69
4878,Aditya Iyer,5,77,5.4,2.5,8,77
4879,Akash Pandey,7,97,8.1,3.6,8,49
4880,Akshay Verma,8,75,5,7.6,3,60
4881,Aman Kulkarni,4,96,8.1,6.4,9,40
4882,Amit Agrawal,10,90,5.3,6.8,3,94
4883,Ananya Suryawanshi,5,93,5.4,7.2,3,76
4884,Aniket Chaudhary,2,95,8.1,2.2,2,84
4885,Anjali Reddy,1,89,7.8,5.9,3,83
4886,Arjun Dubey,3,90,7.2,6.6,3,40
4887,Aryan Patil,7,66,8.3,2.6,9,67
4888,Ashish Deshmukh,6,89,8.4,1.3,2,88
4889,Ayush Mehta,4,61,6.8,2.2,7,72
4890,Bhavna Wagh,5,90,9,6.2,2,73
4891,Chetan Yadav,9,86,6.4,5.9,10,93
4892,Deepak Nair,6,91,5.7,7.2,7,81
4893,Deepika Saxena,1,86,8.4,3.2,6,82
4894,Dhruv Sharma,1,75,6.7,5.4,2,84
4895,Divya Jadhav,5,75,8.5,1.2,9,58
4896,Gaurav Mishra,5,84,5.2,7.5,5,94
4897,Isha Bhosale,9,79,5.4,4.9,3,87
4898,Karan Tiwari,6,73,5.2,6.2,8,41
4899,Kavya Pande,8,80,7.4,3,10,70
4900,Kiran Kapoor,6,82,8.3,1.6,2,53
4901,Kunal Pawar,4,69,6.6,1.4,3,69
4902,Manish Khan,7,86,5.4,6.7,7,85
4903,Meera Kale,7,72,6.5,2.1,2,78
4904,Mohit Gaikwad,8,70,6.4,6.8,8,84
4905,Neha Desai,2,77,7.6,2.9,7,64
4906,Nikhil Dhumal,7,64,7.6,4.8,6,44
4907,Nisha Malik,3,84,5.4,2.8,4,89
4908,Pallavi Ingale,8,90,6.7,1.4,6,44
4909,Pankaj Singh,8,99,7.6,4.8,2,49
4910,Pooja Shinde,7,71,6,3.6,8,80
4911,Prakash Naik,10,82,6.6,4,7,63
4912,Priya Kadam,6,80,7.5,5.2,6,66
4913,Rahul Lokhande,1,89,6.6,3.2,9,43
4914,Raj Roy,7,85,5.1,4.9,6,49
4915,Rakesh Borkar,8,93,5.9,5.6,5,79
4916,Riya Gupta,2,94,8.1,1.6,9,71
4917,Rohan Chavan,2,64,6,3.5,10,55
4918,Rohit Thakur,3,74,8.3,1.6,9,62
4919,Sachin Gawande,9,86,6.9,1,6,63
4920,Sakshi Salve,6,82,6.9,1.4,5,91
4921,Sameer Das,10,79,8.1,5.1,3,89
4922,Sana Mane,9,67,6.5,1.6,5,66
4923,Sanjay Joshi,6,83,6,7.1,9,50
4924,Sanya More,7,90,5.4,6.3,9,71
4925,Shivam Raut,4,61,7.7,1.1,3,40
4926,Shraddha Sawant,1,84,6.9,5,6,76
4927,Shreya Rathod,4,97,8.2,1.1,8,72
4928,Sneha Iyer,6,83,6.8,1.8,8,90
4929,Sonali Pandey,2,99,6.7,7.9,9,64
4930,Sonal Verma,3,74,6.2,4.2,2,71
4931,Sourabh Kulkarni,1,60,5.8,1.2,6,43
4932,Tanmay Agrawal,8,87,8.3,7,2,86
4933,Tanya Suryawanshi,9,68,5.4,7.4,8,56
4934,Varun Chaudhary,9,60,8.6,4.8,6,82
4935,Vikas Reddy,4,67,5.1,5.9,5,53
4936,Vijay Dubey,6,98,7.1,6.5,9,59
4937,Vishal Patil,10,92,5.2,6.1,9,54
4938,Yash Deshmukh,6,71,8.1,4.5,4,90
4939,Yogesh Mehta,3,84,5.8,6.8,9,84
4940,Zoya Wagh,4,73,7.3,4.7,10,79
4941,Aarav Yadav,8,67,8.7,2.8,2,57
4942,Aditi Nair,5,100,7.6,1,8,81
4943,Aditya Saxena,9,93,5.7,3.5,3,67
4944,Akash Sharma,9,74,8.2,1.6,9,80
4945,Akshay Jadhav,1,74,6.8,1.4,8,54
4946,Aman Mishra,8,93,5.1,4.3,9,70
4947,Amit Bhosale,4,78,6.9,7.6,7,93
4948,Ananya Tiwari,6,75,8.2,1.7,4,44
4949,Aniket Pande,3,75,6.7,2.9,8,83
4950,Anjali Kapoor,4,78,8,6.8,4,79
4951,Arjun Pawar,4,81,7.8,3.8,2,63
4952,Aryan Khan,1,61,6.8,6.3,3,90
4953,Ashish Kale,8,79,6.3,4.8,9,80
4954,Ayush Gaikwad,2,78,7.9,5.2,5,69
4955,Bhavna Desai,4,71,6.5,2.1,3,57
4956,Chetan Dhumal,2,74,5.7,3.5,2,78
4957,Deepak Malik,2,77,6.3,5.4,2,44
4958,Deepika Ingale,4,75,8.5,1.2,8,54
4959,Dhruv Singh,10,97,6.1,2.3,3,64
4960,Divya Shinde,10,81,5.9,3.7,9,52
4961,Gaurav Naik,4,80,5.5,5.7,7,71
4962,Isha Kadam,6,70,5.2,4.6,3,88
4963,Karan Lokhande,10,97,8.9,6,10,59
4964,Kavya Roy,3,60,7.1,6.1,6,62
4965,Kiran Borkar,10,82,7.9,1.2,5,62
4966,Kunal Gupta,2,66,8.1,7.3,8,80
4967,Manish Chavan,3,91,6.4,6.8,7,80
4968,Meera Thakur,4,75,8.2,2.9,8,53
4969,Mohit Gawande,1,72,8.8,4.4,7,90
4970,Neha Salve,9,62,8,3.2,10,76
4971,Nikhil Das,9,92,7.8,7.3,5,90
4972,Nisha Mane,4,76,6.7,3.7,3,89
4973,Pallavi Joshi,9,70,8.4,3.8,3,72
4974,Pankaj More,8,94,5.4,7.4,4,79
4975,Pooja Raut,9,60,8,5.2,8,75
4976,Prakash Sawant,9,79,6.4,2,9,74
4977,Priya Rathod,6,66,7.3,5.4,4,69
4978,Rahul Iyer,2,65,8.6,6.6,2,52
4979,Raj Pandey,10,60,7.4,3.4,8,60
4980,Rakesh Verma,7,67,5.1,4.7,9,79
4981,Riya Kulkarni,10,98,7.9,5.4,2,81
4982,Rohan Agrawal,10,78,8.7,4.6,3,66
4983,Rohit Suryawanshi,2,100,7.6,8,5,46
4984,Sachin Chaudhary,5,70,8.4,4.5,6,47
4985,Sakshi Reddy,2,91,8.3,5.5,2,90
4986,Sameer Dubey,1,63,8.4,6.6,7,47
4987,Sana Patil,10,64,6.4,2,6,55
4988,Sanjay Deshmukh,10,60,6.9,1.3,8,43
4989,Sanya Mehta,10,96,8.4,7.8,10,52
4990,Shivam Wagh,9,87,8.6,6.1,3,87
4991,Shraddha Yadav,7,90,5.6,3.8,6,55
4992,Shreya Nair,6,98,5.7,1.1,9,86
4993,Sneha Saxena,10,73,6.4,2.2,2,85
4994,Sonali Sharma,6,89,8.1,1.1,9,79
4995,Sonal Jadhav,7,80,8.5,3.8,5,55
4996,Sourabh Mishra,3,82,7.3,4.9,9,95
4997,Tanmay Bhosale,8,87,5.5,2.1,7,74
4998,Tanya Tiwari,9,79,6.2,5.5,10,83
4999,Varun Pande,7,60,8.4,7.7,3,59
5000,Vikas Kapoor,5,63,6.4,7.9,9,77
5001,Vijay Pawar,2,80,5.4,6.8,7,76
5002,Vishal Khan,1,83,6.2,4.1,8,73
5003,Yash Kale,7,90,8.2,4.8,8,73
5004,Yogesh Gaikwad,7,83,7,4.5,7,79
5005,Zoya Desai,8,67,5.7,2.1,6,95
5006,Aarav Dhumal,10,75,6.3,7,9,88
5007,Aditi Malik,5,78,8.8,5.7,6,57
5008,Aditya Ingale,9,100,6.7,5.5,10,89
5009,Akash Singh,8,81,6.8,2.5,8,59
5010,Akshay Shinde,3,86,5.6,2.1,7,53
5011,Aman Naik,9,90,6.2,7.1,7,51
5012,Amit Kadam,1,74,8.3,2.3,4,79
5013,Ananya Lokhande,6,99,8.1,1.5,8,65
5014,Aniket Roy,10,87,6.7,5.4,4,86
5015,Anjali Borkar,7,94,8.6,5.9,7,86
5016,Arjun Gupta,10,90,6.5,1.8,9,70
5017,Aryan Chavan,1,85,8.5,2.4,6,51
5018,Ashish Thakur,6,61,5.1,6.5,10,46
5019,Ayush Gawande,8,83,6.4,7.5,3,93
5020,Bhavna Salve,7,65,8.4,4.3,3,57
5021,Chetan Das,9,84,8.6,6.5,4,40
5022,Deepak Mane,5,88,8,3.2,10,62
5023,Deepika Joshi,7,82,7.7,5.9,6,85
5024,Dhruv More,5,72,8.3,4.9,4,45
5025,Divya Raut,9,62,7.8,6.9,10,78
5026,Gaurav Sawant,2,87,6,6.4,5,63
5027,Isha Rathod,3,88,6.9,3,4,90
5028,Karan Iyer,1,79,7.6,2,10,65
5029,Kavya Pandey,8,89,7.4,6.7,3,69
5030,Kiran Verma,3,91,8.5,1.2,10,65
5031,Kunal Kulkarni,4,81,6.9,5.8,2,78
5032,Manish Agrawal,9,61,5.7,4.3,7,43
5033,Meera Suryawanshi,4,95,5.9,1.5,7,42
5034,Mohit Chaudhary,2,79,8.4,5.8,10,72
5035,Neha Reddy,1,87,5,4.4,10,62
5036,Nikhil Dubey,3,97,8.5,7,9,49
5037,Nisha Patil,10,74,5.2,2.5,10,83
5038,Pallavi Deshmukh,6,85,6.6,1,9,81
5039,Pankaj Mehta,10,60,8.2,1.9,6,46
5040,Pooja Wagh,3,96,6.6,2.9,9,50
5041,Prakash Yadav,4,62,8.3,5.6,8,83
5042,Priya Nair,2,82,5.4,3.5,5,66
5043,Rahul Saxena,4,74,7,1.8,9,57
5044,Raj Sharma,6,61,7.3,7.9,2,69
5045,Rakesh Jadhav,9,78,8.6,1.8,2,59
5046,Riya Mishra,4,98,5.4,3.5,3,45
5047,Rohan Bhosale,8,66,6.4,7.1,6,76
5048,Rohit Tiwari,7,71,7.6,5.6,2,78
5049,Sachin Pande,3,67,8.9,3.2,4,44
5050,Sakshi Kapoor,10,65,8.4,7.8,4,53
5051,Sameer Pawar,5,69,8.4,4.5,4,74
5052,Sana Khan,2,83,7.1,1.1,2,82
5053,Sanjay Kale,10,92,7.3,1,4,91
5054,Sanya Gaikwad,10,88,8.4,7.6,4,73
5055,Shivam Desai,1,91,8.5,3,8,45
5056,Shraddha Dhumal,10,89,8.2,6.7,7,59
5057,Shreya Malik,10,75,8.3,1.3,4,54
5058,Sneha Ingale,9,96,8.5,2,3,95
5059,Sonali Singh,3,67,5.5,7,6,40
5060,Sonal Shinde,7,88,6.2,8,4,61
5061,Sourabh Naik,6,64,8.9,1.4,8,69
5062,Tanmay Kadam,7,91,7.2,2.2,4,56
5063,Tanya Lokhande,7,63,5.7,6.1,10,80
5064,Varun Roy,7,68,7,4.7,2,47
5065,Vikas Borkar,6,76,7.6,3.8,9,91
5066,Vijay Gupta,7,88,8.3,2.4,8,62
5067,Vishal Chavan,6,61,8.2,7.6,8,60
5068,Yash Thakur,1,70,5.2,2.2,10,91
5069,Yogesh Gawande,1,73,6.8,2.9,6,48
5070,Zoya Salve,10,89,5.1,3.3,8,66
5071,Aarav Das,10,99,8.6,2,6,41
5072,Aditi Mane,6,85,5.7,4.8,8,68
5073,Aditya Joshi,2,80,7.5,3.4,6,58
5074,Akash More,8,73,7.3,5.3,10,81
5075,Akshay Raut,2,93,7.5,3.6,4,68
5076,Aman Sawant,4,64,7.3,1.8,8,75
5077,Amit Rathod,4,65,7.9,7.1,3,90
5078,Ananya Iyer,1,68,7.5,4.6,2,93
5079,Aniket Pandey,9,70,5.4,3.3,8,52
5080,Anjali Verma,6,78,6.5,1.1,3,68
5081,Arjun Kulkarni,4,98,7.2,5.2,2,83
5082,Aryan Agrawal,6,86,6.3,6.5,7,47
5083,Ashish Suryawanshi,1,75,8,5.6,7,66
5084,Ayush Chaudhary,5,68,6.3,6.5,7,71
5085,Bhavna Reddy,6,86,8.3,2.1,6,88
5086,Chetan Dubey,4,70,5.6,7.8,9,44
5087,Deepak Patil,9,100,8.1,2.5,2,88
5088,Deepika Deshmukh,3,79,5.7,2.9,3,53
5089,Dhruv Mehta,2,82,7.1,4.6,5,88
5090,Divya Wagh,6,97,6.3,1,10,76
5091,Gaurav Yadav,9,72,7.5,4.1,8,62
5092,Isha Nair,4,79,5.9,2.4,6,47
5093,Karan Saxena,1,81,8.2,6.2,10,59
5094,Kavya Sharma,10,71,7.3,6.3,10,81
5095,Kiran Jadhav,5,62,8.8,5.3,2,51
5096,Kunal Mishra,2,71,7.8,4,6,77
5097,Manish Bhosale,7,64,7.4,3.2,10,52
5098,Meera Tiwari,4,87,8.3,6.8,3,44
5099,Mohit Pande,10,60,5.9,4.5,3,74
5100,Neha Kapoor,3,72,7.5,4.5,5,85
5101,Nikhil Pawar,6,96,6.6,1.8,10,93
5102,Nisha Khan,6,83,8,2.5,3,68
5103,Pallavi Kale,3,87,5.1,3.5,7,73
5104,Pankaj Gaikwad,5,87,6.7,5.9,4,78
5105,Pooja Desai,2,72,7.6,6.9,8,63
5106,Prakash Dhumal,7,85,6.8,8,10,42
5107,Priya Malik,8,69,6,4,2,53
5108,Rahul Ingale,10,86,6.9,4.2,5,61
5109,Raj Singh,4,88,8.4,6.4,7,76
5110,Rakesh Shinde,3,95,5.8,3.2,3,57
5111,Riya Naik,6,97,6.5,4.8,7,51
5112,Rohan Kadam,7,60,9,5.7,5,90
5113,Rohit Lokhande,10,72,8.7,2.7,2,45
5114,Sachin Roy,1,82,5.1,3,7,84
5115,Sakshi Borkar,3,73,7.1,3.5,2,45
5116,Sameer Gupta,3,85,5.3,5,3,57
5117,Sana Chavan,3,95,8.7,2.9,3,87
5118,Sanjay Thakur,5,70,6.8,2.5,2,87
5119,Sanya Gawande,9,96,6.7,2,5,61
5120,Shivam Salve,1,96,6.1,6.7,9,40
5121,Shraddha Das,9,97,7.3,7.2,4,92
5122,Shreya Mane,7,63,5.6,7.3,4,89
5123,Sneha Joshi,7,72,8.2,6.8,9,67
5124,Sonali More,7,65,7,2,10,41
5125,Sonal Raut,2,64,7.3,1.7,4,78
5126,Sourabh Sawant,8,62,8.4,4.5,2,83
5127,Tanmay Rathod,3,78,5.7,4.6,8,86
5128,Tanya Iyer,6,63,5.7,6.1,7,80
5129,Varun Pandey,7,72,6.7,2.6,10,88
5130,Vikas Verma,7,100,8.1,7.5,7,68
5131,Vijay Kulkarni,4,96,5.2,3.2,10,49
5132,Vishal Agrawal,4,98,8.2,5,3,78
5133,Yash Suryawanshi,5,61,7,7,3,52
5134,Yogesh Chaudhary,1,87,7.2,4.7,7,75
5135,Zoya Reddy,8,85,7.3,6.3,8,48
5136,Aarav Dubey,1,65,5.2,6.2,5,42
5137,Aditi Patil,5,97,6,6.5,5,64
5138,Aditya Deshmukh,7,76,8,6.7,5,73
5139,Akash Mehta,1,100,6.6,3.7,2,48
5140,Akshay Wagh,10,64,7.2,3.5,9,83
5141,Aman Yadav,4,86,8.8,6.6,10,76
5142,Amit Nair,1,65,5.2,5.1,10,84
5143,Ananya Saxena,7,98,6.8,5.3,6,60
5144,Aniket Sharma,6,84,6.4,3.9,3,76
5145,Anjali Jadhav,7,63,5.4,2.4,5,93
5146,Arjun Mishra,8,68,8.8,4.2,8,50
5147,Aryan Bhosale,5,74,8.8,7.8,3,85
5148,Ashish Tiwari,9,60,6.2,3,3,75
5149,Ayush Pande,4,60,8.8,2.9,10,80
5150,Bhavna Kapoor,6,97,5.1,1.9,2,75
5151,Chetan Pawar,2,100,8.9,4.4,7,78
5152,Deepak Khan,7,81,8.3,3,3,83
5153,Deepika Kale,3,97,5.9,5.8,2,42
5154,Dhruv Gaikwad,7,86,7.4,1.9,7,41
5155,Divya Desai,9,61,8.2,2.7,3,44
5156,Gaurav Dhumal,9,89,6.3,1.4,8,92
5157,Isha Malik,10,60,6.4,1.3,9,64
5158,Karan Ingale,2,93,7.5,6.7,6,95
5159,Kavya Singh,2,75,5.6,7.3,3,91
5160,Kiran Shinde,10,65,5.5,6.3,10,59
5161,Kunal Naik,4,70,6,7.1,5,45
5162,Manish Kadam,1,88,8,1.6,8,87
5163,Meera Lokhande,3,94,6.5,7.3,3,63
5164,Mohit Roy,9,83,7,4.3,3,56
5165,Neha Borkar,4,66,5.8,6.4,8,84
5166,Nikhil Gupta,1,96,5.8,5.3,3,66
5167,Nisha Chavan,8,92,7.6,3.4,6,57
5168,Pallavi Thakur,2,76,5.4,2.9,7,62
5169,Pankaj Gawande,4,82,7.7,1.8,3,92
5170,Pooja Salve,1,99,6.6,3.9,4,56
5171,Prakash Das,7,75,7.7,4.5,3,92
5172,Priya Mane,5,61,6.5,7.9,2,72
5173,Rahul Joshi,9,65,8.4,1.3,10,43
5174,Raj More,4,84,5.2,5.1,2,46
5175,Rakesh Raut,3,100,8.6,4.7,9,74
5176,Riya Sawant,2,90,6.1,1.2,5,47
5177,Rohan Rathod,3,85,5.2,3.3,4,48
5178,Rohit Iyer,5,73,7.2,4,6,65
5179,Sachin Pandey,1,78,5.9,4.5,10,64
5180,Sakshi Verma,5,61,6.8,2.6,7,92
5181,Sameer Kulkarni,9,75,8.2,1.2,2,90
5182,Sana Agrawal,8,85,8.2,3.1,8,92
5183,Sanjay Suryawanshi,7,97,7.4,6.9,8,44
5184,Sanya Chaudhary,9,97,8.9,6.7,10,85
5185,Shivam Reddy,8,93,6.9,2.3,3,92
5186,Shraddha Dubey,7,60,5.2,5.5,9,74
5187,Shreya Patil,9,93,8.3,7.5,5,95
5188,Sneha Deshmukh,2,68,5.9,2.2,5,84
5189,Sonali Mehta,9,85,5.7,1.9,7,77
5190,Sonal Wagh,3,98,5.3,1.2,6,62
5191,Sourabh Yadav,8,96,6.3,2.2,4,59
5192,Tanmay Nair,10,87,6.3,6.7,3,62
5193,Tanya Saxena,5,72,6.2,6.7,7,54
5194,Varun Sharma,1,81,7.4,4.8,10,72
5195,Vikas Jadhav,4,88,8,3.3,4,64
5196,Vijay Mishra,5,81,8.8,6.6,6,56
5197,Vishal Bhosale,10,76,5.4,2.4,4,50
5198,Yash Tiwari,10,76,5.6,2,4,68
5199,Yogesh Pande,6,84,7.4,1.6,9,41
5200,Zoya Kapoor,10,61,5.4,7,8,60
5201,Aarav Pawar,5,100,6.5,6,6,43
5202,Aditi Khan,5,64,7.5,5.4,6,58
5203,Aditya Kale,9,100,8.1,6.1,5,77
5204,Akash Gaikwad,7,61,5.9,2,10,75
5205,Akshay Desai,6,81,7.7,3.7,10,41
5206,Aman Dhumal,5,77,7.6,6.7,2,79
5207,Amit Malik,8,83,8.4,7.4,9,56
5208,Ananya Ingale,8,77,6.3,4.6,5,66
5209,Aniket Singh,5,96,8,1.9,7,77
5210,Anjali Shinde,1,60,8,7.8,10,42
5211,Arjun Naik,2,100,6,3.8,5,49
5212,Aryan Kadam,2,88,7.5,3.2,6,49
5213,Ashish Lokhande,5,91,7.7,1.8,7,58
5214,Ayush Roy,7,65,6.1,1.1,4,40
5215,Bhavna Borkar,9,62,6.8,5.2,4,41
5216,Chetan Gupta,3,76,6.7,5.3,7,68
5217,Deepak Chavan,8,73,8.1,2.6,3,46
5218,Deepika Thakur,7,92,5,2.1,7,64
5219,Dhruv Gawande,1,96,7,4.7,4,52
5220,Divya Salve,4,77,5.7,4,2,95
5221,Gaurav Das,4,91,7.6,3.1,2,47
5222,Isha Mane,9,62,7.7,2.5,4,66
5223,Karan Joshi,10,90,7,7,2,66
5224,Kavya More,9,64,7.2,7.9,4,81
5225,Kiran Raut,6,87,6.3,3.5,5,47
5226,Kunal Sawant,5,75,6.3,5.9,4,94
5227,Manish Rathod,4,77,8,7.1,6,57
5228,Meera Iyer,8,71,5.5,1.2,5,41
5229,Mohit Pandey,1,76,8.1,7.4,2,80
5230,Neha Verma,3,95,7.6,4.5,5,70
5231,Nikhil Kulkarni,2,93,8.5,4.9,2,76
5232,Nisha Agrawal,5,73,6,4.8,8,91
5233,Pallavi Suryawanshi,3,72,7,2.7,5,61
5234,Pankaj Chaudhary,2,80,5.2,6.5,7,90
